key,en,zh-Hans,zh-Hant,ar,de,es,fr,id,it,ja,ko,nl,pl,pt,ru,th,tr,vi
feature.view_entire_transcripts,View entire transcripts beyond the first ten lines.,查看前十行之外的完整文字记录。,看到第十行之後的完整逐字稿。,عرض النصوص الكاملة بعد الأسطر العشرة الأولى.,Vollständige Transkripte über die ersten zehn Zeilen hinaus anzeigen.,Ver transcripciones completas más allá de las diez primeras líneas.,Voir les transcriptions complètes au-delà des dix premières lignes.,Lihat seluruh transkrip di luar sepuluh baris pertama.,Visualizza le trascrizioni complete oltre le prime dieci righe.,最初の10行を超える全トランスクリプトを表示します。,처음 10줄 이후의 전체 대본을 봅니다.,Bekijk volledige transcripties na de eerste tien regels.,Zobacz pełne transkrypcje poza pierwszymi dziesięcioma wierszami.,Veja todas as transcrições além das dez primeiras linhas.,Просмотр всей расшифровки за пределами первых десяти строк.,ดูการถอดความทั้งหมดนอกเหนือจากสิบบรรทัดแรก,İlk on satırın ötesindeki tüm transkriptleri görüntüleyin.,Xem toàn bộ bản ghi ngoài mười dòng đầu tiên.
filter.all,All,全部,全部,الكل,Alle,Todo,Tous,Semua,Tutti,すべて,전체,Alles,Wszystko,Tudo,All,ทั้งหมด,Tümü,Tất cả
filter.all_locales,All Locales,所有地区,所有地區,جميع المواقع,Alle Sprachen,Todas las ubicaciones,Tous les pays,Semua Lokal,Tutte le località,すべての地域,모든 위치,Alle talen,Wszystkie lokalizacje,Todas as localidades,Все регионы,ทุกภาษา,Tüm Konumlar,Tất cả khu vực
filter.cefr_a1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1
filter.cefr_a2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2
filter.cefr_b1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
filter.cefr_b2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2
filter.cefr_c1,C1,C1,C1,C1,C1,C1,C1,C1,C1,C1,C1,C1,C1,C1,C1,C1,C1,C1
filter.cefr_c2,C2,C2,C2,C2,C2,C2,C2,C2,C2,C2,C2,C2,C2,C2,C2,C2,C2,C2
footnote.currency,2. All currencies in US dollars (USD).,2. 所有货币均以美元（USD）计。,2. 所有價格都是美金喔。,2. جميع العملات بالدولار الأمريكي (USD).,2. Alle Währungen in US-Dollar (USD).,2. Todas las monedas en dólares estadounidenses (USD).,2. Toutes les devises en dollars américains (USD).,2. Semua mata uang dalam dolar AS (USD).,2. Tutte le valute sono in dollari USA (USD).,2. すべての通貨は米ドル (USD) です。,2. 모든 통화는 미국 달러(USD)로 표시됩니다.,2. Alle valuta in Amerikaanse dollars (USD).,2. Wszystkie waluty w dolarach amerykańskich (USD).,2. Todas as moedas em dólares americanos (USD).,2. Все валюты указаны в долларах США (USD).,2. สกุลเงินทั้งหมดเป็นดอลลาร์สหรัฐ (USD),2. Tüm para birimleri ABD doları (USD) cinsindendir.,2. Tất cả tiền tệ tính bằng đô la Mỹ (USD).
footnote.lifetime_assumption,1. Assuming you will live longer than 2.4 years.,1. 假设你的寿命超过2.4年。,1. 假設你活得比2.4年還久啦。,1. بافتراض أنك ستعيش أكثر من 2.4 سنة.,"1. Angenommen, Sie leben länger als 2,4 Jahre.",1. Suponiendo que vivirás más de 2.4 años.,"1. En supposant que vous viviez plus de 2,4 ans.","1. Menganggap Anda akan hidup lebih dari 2,4 tahun.","1. Supponendo che vivrai più di 2,4 anni.",1. あなたが2.4年以上生きることを前提としています。,1. 2.4년 이상 살 것이라고 가정합니다.,"1. Ervan uitgaande dat je langer dan 2,4 jaar zult leven.","1. Zakładając, że będziesz żyć dłużej niż 2,4 roku.","1. Supondo que você viva mais de 2,4 anos.","1. Предполагается, что вы проживете более 2,4 лет.",1. สมมติว่าคุณจะมีชีวิตอยู่นานกว่า 2.4 ปี,"1. 2,4 yıldan fazla yaşayacağınızı varsayarak.","1. Giả định rằng bạn sẽ sống lâu hơn 2,4 năm."
interval.annual,/yr,/年,/年,/سنة,/Jahr,/año,/an,/tahun,/anno,/年,/년,/jaar,/rok,/ano,/год,/ปี,/yıl,/năm
interval.monthly,/mo,/月,/月,/شهر,/Monat,/mes,/mois,/bulan,/mese,/月,/월,/mnd,/mies,/mês,/мес,/เดือน,/ay,/tháng
interval.one_time,one-time,一次性,一次性,دفعة واحدة,einmalig,pago único,paiement unique,sekali bayar,una tantum,一括払い,일회성,eenmalig,jednorazowo,pagamento único,единоразово,ชำระครั้งเดียว,tek seferlik,một lần
label.acquisition_source,Acquisition Source,获客来源,獲取來源,مصدر الاكتساب,Erwerbsquelle,Fuente de adquisición,Source d'acquisition,Sumber akuisisi,Fonte di acquisizione,獲得元,유입 경로,Acquisitiebron,Źródło pozyskania,Fonte de aquisição,Источник привлечения,แหล่งที่มา,Edinme kaynağı,Nguồn tiếp cận
label.admin,Admin,管理员,管理員,مسؤول,Admin,Administrador,Admin,Admin,Admin,管理者,관리자,Beheerder,Administrator,Admin,Админ,ผู้ดูแลระบบ,Yönetici,Quản trị viên
label.admins,Admins,管理员,管理員,المسؤولون,Admins,Administradores,Admins,Admin,Admin,管理者,관리자,Beheerders,Administratorzy,Admins,Админы,ผู้ดูแลระบบ,Yöneticiler,Quản trị viên
label.ai_generated,AI-Generated,AI 生成,AI 產生,مُنشأ بالذكاء الاصطناعي,KI-generiert,Generado por IA,Généré par IA,Buatan AI,Generato dall'IA,AI生成,AI 생성,AI-gegenereerd,Generowane przez AI,Gerado por IA,AI-Generated,สร้างโดย AI,Yapay Zeka Tarafından Oluşturuldu,Do AI Tạo ra
label.ai_says,DeepSeek says:,DeepSeek 说：,DeepSeek 說明：,DeepSeek يقول:,DeepSeek sagt:,DeepSeek dice:,DeepSeek dit :,DeepSeek berkata:,DeepSeek dice:,DeepSeekは言う：,딥시크가 말합니다:,DeepSeek zegt:,DeepSeek mówi:,DeepSeek diz:,DeepSeek говорит:,DeepSeek กล่าวว่า:,DeepSeek diyor ki:,DeepSeek nói:
label.all_image_queries,"All {n, plural, one {# term} other {# terms}}","全部 {n, plural, other {# 个搜索词}}","全部 {n, plural, other {# 個搜尋詞}}","كل {n, plural, one {# مصطلح} other {# مصطلحات}}","Alle {n, plural, one {# Suchbegriff} other {# Suchbegriffe}}","Todos {n, plural, one {# término} other {# términos}}","Tous {n, plural, one {# terme} other {# termes}}","Semua {n, plural, other {# kata kunci}}","Tutti {n, plural, one {# termine} other {# termini}}","全 {n, plural, other {# 件の検索語}}","전체 {n, plural, other {#개 검색어}}","Alle {n, plural, one {# zoekterm} other {# zoektermen}}","Wszystkie {n, plural, one {# zapytanie} few {# zapytania} other {# zapytań}}","Todos {n, plural, one {# termo} other {# termos}}","Все {n, plural, one {# запрос} few {# запроса} other {# запросов}}","ทั้งหมด {n, plural, other {# คำค้น}}","Tümü {n, plural, one {# sorgu} other {# sorgu}}","Tất cả {n, plural, other {# truy vấn}}"
label.all_voices,All Voices,全部声音,所有語音,جميع الأصوات,Alle Stimmen,Todas las voces,Toutes les voix,Semua Suara,Tutte le voci,すべての音声,모든 음성,Alle stemmen,Wszystkie głosy,Todas as Vozes,Все голоса,เสียงทั้งหมด,Tüm Sesler,Tất cả giọng nói
label.auto_best_available,Auto (best available),自动（最佳可用）,自動（最佳可用）,تلقائي (أفضل متاح),Automatisch (am besten verfügbar),Automático (mejor disponible),Auto (meilleur disponible),Otomatis (terbaik yang tersedia),Automatico (migliore disponibile),自動（最適なものを選択）,자동 (최적 사용 가능),Automatisch (best beschikbaar),Auto (najlepsze dostępne),Auto (melhor disponível),Авто (наилучшее доступное),อัตโนมัติ (ที่ดีที่สุดที่มี),Otomatik (mevcut en iyi),Tự động (tốt nhất hiện có)
label.auto_best_for,Auto (best for {l2}),自动（{l2} 最佳匹配）,自動（最適合 {l2}）,تلقائي (الأفضل لـ {l2}),Automatisch (am besten für {l2}),Automático (mejor para {l2}),Auto (meilleur pour {l2}),Otomatis (terbaik untuk {l2}),Automatico (migliore per {l2}),自動（{l2}に最適）,자동 ({l2}에 최적),Automatisch (best voor {l2}),Auto (najlepsze dla {l2}),Auto (melhor para {l2}),Авто (наилучшее для {l2}),อัตโนมัติ (ดีที่สุดสำหรับ {l2}),Otomatik ({l2} için en iyisi),Tự động (tốt nhất cho {l2})
label.auto_pause,Auto-Pause,自动暂停,自動暫停,إيقاف مؤقت تلقائي,Automatische Pause,Pausa automática,Pause automatique,Jeda otomatis,Pausa automatica,自動一時停止,자동 일시정지,Automatisch pauzeren,Automatyczna pauza,Pausa automática,Автопауза,หยุดอัตโนมัติ,Otomatik Duraklatma,Tự động tạm dừng
label.auto_renews,Auto-renews,自动续费,自動續訂,تجديد تلقائي,Verlängert sich automatisch,Renovación automática,Renouvellement automatique,Perpanjangan otomatis,Rinnovo automatico,自動更新,자동 갱신,Automatisch verlengen,Automatyczne odnawianie,Renovação automática,Автопродление,ต่ออายุอัตโนมัติ,Otomatik yenilenir,Tự động gia hạn
label.available,Available,可用,可用,متاح,Verfügbar,Disponible,Disponible,Tersedia,Disponibile,利用可能,사용 가능,Beschikbaar,Dostępne,Disponível,Доступно,พร้อมใช้งาน,Mevcut,Có sẵn
label.bookshelf,Bookshelf,书架,書架,رف الكتب,Bücherregal,Estantería,Bibliothèque,Rak buku,Scaffale,本棚,책장,Boekenplank,Półka na książki,Estante,Книжная полка,ชั้นหนังสือ,Kitaplık,Giá sách
label.build_date,Build Date,构建日期,構建日期,تاريخ البناء,Build-Datum,Fecha de compilación,Date de build,Tanggal Build,Data di build,ビルド日,빌드 날짜,Builddatum,Data kompilacji,Data de build,Дата сборки,วันที่สร้าง,Derleme Tarihi,Ngày build
label.captions_display_as,Captions are displayed as,字幕显示方式,字幕顯示方式,يتم عرض التسميات التوضيحية كـ,Untertitel werden angezeigt als,Los subtítulos se muestran como,Les sous-titres sont affichés en mode,Teks ditampilkan sebagai,I sottotitoli sono visualizzati come,字幕の表示形式,자막 표시 방식,Ondertitels worden weergegeven als,Napisy są wyświetlane jako,As legendas são exibidas como,Субтитры отображаются как,คำบรรยายแสดงเป็น,Altyazılar şu şekilde görüntülenir,Phụ đề được hiển thị dưới dạng
label.character_set,Character set,字符集,字元集,مجموعة الأحرف,Zeichensatz,Conjunto de caracteres,Jeu de caractères,Set karakter,Set di caratteri,文字セット,문자 집합,Tekenset,Zestaw znaków,Conjunto de caracteres,Набор символов,ชุดอักขระ,Karakter seti,Bộ ký tự
label.collapse_video,Collapse Video,收起视频,摺疊影片,طي الفيديو,Video einklappen,Contraer vídeo,Réduire la vidéo,Ciutkan video,Comprimi video,動画を折りたたむ,동영상 접기,Video inklappen,Zwiń wideo,Recolher vídeo,Свернуть видео,ยุบวิดีโอ,Videoyu Daralt,Thu gọn video
