msg.delete_confirmation,Are you sure you want to permanently delete your account? You will lose all your saved words and progress. This action cannot be undone.,您确定要永久删除您的账户吗？您将丢失所有保存的单词和进度。此操作无法撤消。,你確定要永久刪除你的帳號嗎？你會失去所有儲存的單字和進度喔。這個動作沒辦法復原呢。,Is jy seker jy wil jou rekening permanent verwyder? Jy sal al jou gestoorde woorde en vordering verloor. Hierdie aksie kan nie ongedaan gemaak word nie.,هل أنت متأكد أنك تريد حذف حسابك بشكل دائم؟ ستفقد جميع كلماتك المحفوظة وتقدمك. لا يمكن التراجع عن هذا الإجراء.,Estàs segur que vols eliminar permanentment el teu compte? Perdràs totes les teves paraules guardades i el progrés. Aquesta acció no es pot desfer.,"Sind Sie sicher, dass Sie Ihr Konto dauerhaft löschen möchten? Sie verlieren alle Ihre gespeicherten Wörter und Fortschritte. Diese Aktion kann nicht rückgängig gemacht werden.",Είστε βέβαιοι ότι θέλετε να διαγράψετε οριστικά τον λογαριασμό σας; Θα χάσετε όλες τις αποθηκευμένες λέξεις και την πρόοδό σας. Αυτή η ενέργεια δεν μπορεί να αναιρεθεί.,¿Estás seguro de que quieres eliminar permanentemente tu cuenta? Perderás todas tus palabras guardadas y progreso. Esta acción no se puede deshacer.,"Oletko varma, että haluat poistaa tilisi pysyvästi? Menetät kaikki tallennetut sanasi ja edistymisesi. Tätä toimintoa ei voi kumota.",Êtes-vous sûr de vouloir supprimer définitivement votre compte ? Vous perdrez tous vos mots enregistrés et vos progrès. Cette action ne peut pas être annulée.,An bhfuil tú cinnte gur mian leat do chuntas a scriosadh go buan? Caillfidh tú do chuid focal sábháilte agus do dhul chun cinn go léir. Ní féidir an gníomh seo a chur ar ceal.,क्या आप वाकई अपना खाता स्थायी रूप से हटाना चाहते हैं? आप अपने सभी सहेजे गए शब्दों और प्रगति को खो देंगे। इस क्रिया को पूर्ववत नहीं किया जा सकता।,Jesi li siguran/na da želiš trajno izbrisati svoj račun? Izgubit ćeš sve spremljene riječi i napredak. Ova radnja se ne može poništiti.,"Biztos benne, hogy véglegesen törli a fiókját? Elveszíti az összes mentett szavát és előrehaladását. Ez a művelet nem vonható vissza.",Apakah Anda yakin ingin menghapus akun Anda secara permanen? Anda akan kehilangan semua kata dan kemajuan yang disimpan. Tindakan ini tidak dapat diurungkan.,Sei sicuro di voler eliminare definitivamente il tuo account? Perderai tutte le tue parole salvate e i progressi. Questa azione non può essere annullata.,アカウントを完全に削除してもよろしいですか？ 保存した単語と進行状況がすべて失われます。 この操作は元に戻せません。,계정을 영구적으로 삭제하시겠습니까? 저장된 모든 단어와 진행 상황이 손실됩니다. 이 작업은 취소할 수 없습니다.,Weet je zeker dat je je account permanent wilt verwijderen? Je verliest al je opgeslagen woorden en voortgang. Deze actie kan niet ongedaan worden gemaakt.,Er du sikker på at du vil slette kontoen din permanent? Du mister alle lagrede ord og fremgang. Denne handlingen kan ikke angres.,Czy na pewno chcesz trwale usunąć swoje konto? Stracisz wszystkie zapisane słowa i postępy. Tej akcji nie można cofnąć.,Tem certeza de que deseja excluir sua conta permanentemente? Você perderá todas as palavras salvas e o progresso. Esta ação não pode ser desfeita.,Ești sigur că vrei să ștergi definitiv contul tău? Vei pierde toate cuvintele salvate și progresul. Această acțiune nu poate fi anulată.,"Вы уверены, что хотите навсегда удалить свой аккаунт? Вы потеряете все сохраненные слова и прогресс. Это действие нельзя отменить.",Da li si siguran/na da želiš trajno da obrišeš svoj nalog? Izgubićeš sve sačuvane reči i napredak. Ova radnja ne može biti poništena.,Är du säker på att du vill ta bort ditt konto permanent? Du kommer att förlora alla sparade ord och framsteg. Denna åtgärd kan inte ångras.,Una uhakika unataka kufuta akaunti yako kabisa? Utapoteza maneno yote uliyookoa na maendeleo. Hatua hii haiwezi kubatilishwa.,คุณแน่ใจหรือไม่ว่าต้องการลบบัญชีของคุณอย่างถาวร? คุณจะสูญเสียคำศัพท์ที่บันทึกไว้และความคืบหน้าทั้งหมด การกระทำนี้ไม่สามารถยกเลิกได้,Hesabınızı kalıcı olarak silmek istediğinizden emin misiniz? Tüm kaydedilmiş kelimelerinizi ve ilerlemenizi kaybedeceksiniz. Bu işlem geri alınamaz.,Bạn có chắc chắn muốn xóa vĩnh viễn tài khoản của mình không? Bạn sẽ mất tất cả các từ đã lưu và tiến trình. Hành động này không thể hoàn tác.
msg.discover_the_power_of_comprehensible_input,Discover the power of Comprehensible Input through hundreds of thousands of videos in over 100 languages.,通过100多种语言的数十万个视频，探索可理解性输入的力量。,透過超過100種語言的數十萬個影片，發現可理解輸入的威力。,Ontdek die krag van Verstaanbare Insette deur honderde duisende video's in meer as 100 tale.,اكتشف قوة المدخلات المفهومة من خلال مئات الآلاف من مقاطع الفيديو بأكثر من 100 لغة.,Descobreix el poder de l'Input Comprensible a través de centenars de milers de vídeos en més de 100 idiomes.,Entdecken Sie die Kraft des verständlichen Inputs durch Hunderttausende von Videos in über 100 Sprachen.,Ανακαλύψτε τη δύναμη της Κατανοητής Εισαγωγής μέσα από εκατοντάδες χιλιάδες βίντεο σε περισσότερες από 100 γλώσσες.,Descubre el poder del Input Comprensible a través de cientos de miles de videos en más de 100 idiomas.,Tutustu ymmärrettävän syötteen voimaan satojen tuhansien videoiden kautta yli 100 kielellä.,Découvrez la puissance de l'Input Compréhensible à travers des centaines de milliers de vidéos dans plus de 100 langues.,Aimsigh cumhacht na hIonchuir Intuigthe trí na céadta míle físeán i mbreis is 100 teanga.,100 से अधिक भाषाओं में सैकड़ों हजारों वीडियो के माध्यम से समझने योग्य इनपुट की शक्ति की खोज करें।,Otkrij moć razumljivog unosa kroz stotine tisuća videozapisa na više od 100 jezika.,Fedezze fel az Érthető Bemenet erejét több száz ezer videón keresztül több mint 100 nyelven.,Temukan kekuatan Input yang Dapat Dipahami melalui ratusan ribu video dalam lebih dari 100 bahasa.,Scopri il potere dell'Input Comprensibile attraverso centinaia di migliaia di video in oltre 100 lingue.,100を超える言語の数十万のビデオを通じて、理解可能な入力の力を発見してください。,100개 이상의 언어로 된 수십만 개의 동영상을 통해 이해 가능한 입력의 힘을 발견하세요.,Ontdek de kracht van begrijpelijke input via honderdduizenden video's in meer dan 100 talen.,Oppdag kraften til forståelig input gjennom hundretusenvis av videoer på over 100 språk.,Odkryj moc zrozumiałego wkładu językowego dzięki setkom tysięcy filmów w ponad 100 językach.,Descubra o poder da Entrada Compreensível através de centenas de milhares de vídeos em mais de 100 idiomas.,Descoperă puterea Input-ului Comprehensibil prin sute de mii de videoclipuri în peste 100 de limbi.,Откройте для себя силу понятного ввода через сотни тысяч видео на более чем 100 языках.,Otkrij moć razumljivog unosa kroz stotine hiljada video zapisa na preko 100 jezika.,Upptäck kraften i begriplig input genom hundratusentals videor på över 100 språk.,Gundua nguvu ya Ingizo Linaloeleweka kupitia mamia ya maelfu ya video katika lugha zaidi ya 100.,ค้นพบพลังของการรับข้อมูลที่เข้าใจได้ผ่านวิดีโอหลายแสนรายการในกว่า 100 ภาษา,100'den fazla dilde yüz binlerce video aracılığıyla Anlaşılabilir Girdinin gücünü keşfedin.,Khám phá sức mạnh của đầu vào có thể hiểu được thông qua hàng trăm nghìn video bằng hơn 100 ngôn ngữ.
msg.dont_have_an_account,Don't have an account?,没有账户？,還沒有帳號嗎？,Het jy nie 'n rekening nie?,ليس لديك حساب؟,No tens un compte?,Sie haben noch kein Konto?,Δεν έχετε λογαριασμό;,¿No tienes una cuenta?,Eikö sinulla ole tiliä?,Vous n'avez pas de compte ?,Nach bhfuil cuntas agat?,क्या आपके पास खाता नहीं है?,Nemaš račun?,Nincs fiókja?,Belum memiliki akun?,Non hai un account?,アカウントをお持ちではありませんか？,계정이 없으신가요?,Heb je geen account?,Har du ikke en konto?,Nie masz konta?,Não tem uma conta?,Nu ai un cont?,Нет аккаунта?,Nemaš nalog?,Har du inget konto?,Hauna akaunti?,ยังไม่มีบัญชี?,Hesabınız yok mu?,Bạn chưa có tài khoản?
msg.enrich_your_language_learning_journey,Enrich your language-learning journey,丰富您的语言学习之旅,讓你的語言學習之旅更豐富,Verryk jou taalleersreis,أثري رحلة تعلم اللغة الخاصة بك,Enriqueix el teu viatge d'aprenentatge d'idiomes,Bereichern Sie Ihre Sprachlernreise,Πλουτίστε το ταξίδι εκμάθησης γλώσσας σας,Enriquece tu viaje de aprendizaje de idiomas,Rikastuta kielenoppimismatkaasi,Enrichissez votre parcours d'apprentissage des langues,Saibhrigh do thuras foghlama teanga,अपनी भाषा सीखने की यात्रा को समृद्ध करें,Obogati svoje putovanje učenja jezika,Gazdagítsa nyelvtanulási útját,Perkaya perjalanan belajar bahasa Anda,Arricchisci il tuo percorso di apprendimento linguistico,あなたの言語学習の旅を豊かにする,언어 학습 여정을 풍부하게 만드세요,Verrijk je taalleermethode,Berik språklæringsreisen din,Wzbogać swoją podróż w nauce języków,Enriqueça sua jornada de aprendizado de idiomas,Îmbogățește-ți călătoria de învățare a limbilor,Обогатите свое языковое обучение,Obogati svoje putovanje učenja jezika,Berika din språkinlärningsresa,Boresha safari yako ya kujifunza lugha,เพิ่มความหลากหลายให้กับการเรียนรู้ภาษาของคุณ,Dil öğrenme yolculuğunuzu zenginleştirin,Làm phong phú hành trình học ngôn ngữ của bạn
msg.enter_verification_code,Please enter the verification code sent to the email,请输入发送到邮箱的验证码,請輸入寄到你信箱的驗證碼,Voer asseblief die verifikasiekode in wat na die e-pos gestuur is,الرجاء إدخال رمز التحقق المرسل إلى البريد الإلكتروني,"Si us plau, introdueix el codi de verificació enviat al correu electrònic",Bitte geben Sie den an die E-Mail gesendeten Verifizierungscode ein,Εισαγάγετε τον κωδικό επαλήθευσης που στάλθηκε στο email,"Por favor, introduce el código de verificación enviado al correo electrónico",Syötä sähköpostiin lähetetty vahvistuskoodi,Veuillez saisir le code de vérification envoyé à l'email,Iontráil an cód fíoraithe a seoladh chuig an ríomhphost,कृपया भेजे गए सत्यापन कोड को दर्ज करें,Unesi verifikacijski kod poslan na e-mail,"Kérjük, írja be az e-mailben elküldött ellenőrző kódot",Masukkan kode verifikasi yang dikirim ke email,Inserisci il codice di verifica inviato all'email,メールに送信された確認コードを入力してください,이메일로 전송된 인증 코드를 입력하세요,Voer de verificatiecode in die naar je e-mail is verzonden,Vennligst skriv inn verifikasjonskoden sendt til e-posten,Wprowadź kod weryfikacyjny wysłany na e-mail,Insira o código de verificação enviado para o e-mail,Te rugăm să introduci codul de verificare trimis pe email,"Пожалуйста, введите код подтверждения, отправленный на электронную почту",Unesi verifikacioni kod poslat na e-poštu,Ange verifieringskoden som skickats till e-posten,Tafadhali ingiza msimbo wa uthibitisho uliotumwa kwa barua pepe,กรุณาใส่รหัสยืนยันที่ส่งไปยังอีเมล,E-postaya gönderilen doğrulama kodunu girin,Vui lòng nhập mã xác minh đã gửi đến email
msg.expires_in,Expires in {{days}} days,{{days}}天后过期,{{days}}天後到期喔,Verval oor {{days}} dae,تنتهي الصلاحية خلال {{days}} يوم,Caduca en {{days}} dies,Läuft in {{days}} Tagen ab,Λήγει σε {{days}} ημέρες,Caduca en {{days}} días,Vanhenee {{days}} päivän kuluttua,Expire dans {{days}} jours,Téann as feidhm i gceann {{days}} lá,{{days}} दिनों में समाप्त हो रहा है,Ističe za {{days}} dana,{{days}} nap múlva lejár,Berakhir dalam {{days}} hari,Scade tra {{days}} giorni,{{days}}日後に期限切れ,{{days}}일 후 만료됩니다,Verloopt over {{days}} dagen,Utløper om {{days}} dager,Wygasa za {{days}} dni,Expira em {{days}} dias,Expiră în {{days}} zile,Истекает через {{days}} дней,Ističe za {{days}} dana,Upphör om {{days}} dagar,Inakwisha baada ya {{days}} siku,หมดอายุใน {{days}} วัน,{{days}} gün içinde sona eriyor,Hết hạn sau {{days}} ngày
msg.expiring,Expiring in {{time}}.,{{time}}后过期。,{{time}}後到期。,Verval oor {{time}}.,تنتهي الصلاحية خلال {{time}}.,Caducant en {{time}}.,Läuft in {{time}} ab.,Λήγει σε {{time}}.,Caducando en {{time}}.,Vanhenee {{time}} kuluttua.,Expire dans {{time}}.,Ag dul as feidhm i gceann {{time}}.,{{time}} में समाप्त हो रहा है।,Ističe za {{time}}.,Lejár {{time}} múlva.,Berakhir dalam {{time}}.,In scadenza tra {{time}}.,{{time}}後に期限切れ。,{{time}} 후 만료됩니다.,Verloopt over {{time}}.,Utløper om {{time}}.,Wygasa za {{time}}.,Expira em {{time}}.,Expiră în {{time}}.,Истекает через {{time}}.,Ističe za {{time}}.,Upphör om {{time}}.,Inakwisha baada ya {{time}}.,กำลังจะหมดอายุใน {{time}},{{time}} içinde sona eriyor.,Sắp hết hạn sau {{time}}.
msg.expiring,Expiring in {{time}},{{time}}后过期,{{time}}後到期,Verval oor {{time}},تنتهي الصلاحية خلال {{time}},Caducant en {{time}},Läuft in {{time}} ab,Λήγει σε {{time}},Caducando en {{time}},Vanhenee {{time}} kuluttua,Expire dans {{time}},Ag dul as feidhm i gceann {{time}},{{time}} में समाप्त हो रहा है,Ističe za {{time}},Lejár {{time}} múlva,Berakhir dalam {{time}},In scadenza tra {{time}},{{time}}後に期限切れ,{{time}} 후 만료됩니다,Verloopt over {{time}},Utløper om {{time}},Wygasa za {{time}},Expira em {{time}},Expiră în {{time}},Истекает через {{time}},Ističe za {{time}},Upphör om {{time}},Inakwisha baada ya {{time}},กำลังจะหมดอายุใน {{time}},{{time}} içinde sona eriyor,Sắp hết hạn sau {{time}}
msg.forgot_password,Forgot password?,忘记密码？,忘記密碼了嗎？,Wagwoord vergeet?,نسيت كلمة المرور؟,Has oblidat la contrasenya?,Passwort vergessen?,Ξεχάσατε τον κωδικό πρόσβασης;,¿Olvidaste tu contraseña?,Unohditko salasanasi?,Mot de passe oublié ?,Ar dhearmad tú do phasfhocal?,पासवर्ड भूल गए?,Zaboravljena lozinka?,Elfelejtette a jelszavát?,Lupa kata sandi?,Hai dimenticato la password?,パスワードをお忘れですか？,비밀번호를 잊으셨나요?,Wachtwoord vergeten?,Glemt passord?,Zapomniałeś hasła?,Esqueceu a senha?,Ai uitat parola?,Забыли пароль?,Zaboravljena lozinka?,Glömt lösenord?,Umesahau nenosiri?,ลืมรหัสผ่าน?,Şifrenizi mi unuttunuz?,Quên mật khẩu?
msg.hsk_explanation,"""HSK"" is the official Chinese proficiency test, with Level 1 being the lowest and Level 9 being the highest.","""HSK""是官方汉语水平考试，1级为最低，9级为最高。",「HSK」是官方的漢語水平考試，1級最簡單，9級最難喔。,"""HSK"" is die amptelike Chinese vaardigheidstoets, met Vlak 1 as die laagste en Vlak 9 as die hoogste.","""HSK"" هو اختبار الكفاءة الرسمي في اللغة الصينية، حيث يكون المستوى 1 هو الأدنى والمستوى 9 هو الأعلى.","""HSK"" és la prova oficial de competència en xinès, amb el Nivell 1 com el més baix i el Nivell 9 com el més alt.","""HSK"" ist der offizielle chinesische Sprachtest, wobei Stufe 1 die niedrigste und Stufe 9 die höchste ist.","""HSK"" είναι η επίσημη δοκιμή επάρκειας στα Κινέζικα, με το Επίπεδο 1 να είναι το χαμηλότερο και το Επίπεδο 9 το υψηλότερο.","""HSK"" es la prueba oficial de competencia en chino, siendo el Nivel 1 el más bajo y el Nivel 9 el más alto.","""HSK"" on virallinen kiinan kielen taitotasokoe, jossa taso 1 on alin ja taso 9 korkein.","""HSK"" est le test officiel de compétence en chinois, avec le niveau 1 étant le plus bas et le niveau 9 étant le plus élevé.","Is é ""HSK"" an scrúdú oifigiúil inniúlachta Sínis, le Leibhéal 1 mar an leibhéal is ísle agus Leibhéal 9 mar an leibhéal is airde.","""HSK"" चीनी प्रवीणता परीक्षा है, जिसमें स्तर 1 सबसे कम और स्तर 9 सबसे अधिक है।","""HSK"" je službeni test znanja kineskog jezika, s Razinom 1 kao najnižom i Razinom 9 kao najvišom.","Az ""HSK"" a hivatalos kínai nyelvvizsga, ahol az 1. szint a legalacsonyabb és a 9. szint a legmagasabb.","""HSK"" adalah tes kemahiran bahasa Mandarin resmi, dengan Level 1 sebagai yang terendah dan Level 9 sebagai yang tertinggi.","""HSK"" è il test ufficiale di competenza in cinese, con il Livello 1 come il più basso e il Livello 9 come il più alto.",「HSK」は公式の中国語能力試験で、レベル1が最も低く、レベル9が最も高いです。,"""HSK""는 공식 중국어 능력 시험으로, 1급이 가장 낮고 9급이 가장 높습니다.","""HSK"" is de officiële Chinese vaardigheidstest, waarbij niveau 1 het laagste is en niveau 9 het hoogste.","""HSK"" er den offisielle kinesiske ferdighetstesten, med nivå 1 som det laveste og nivå 9 som det høyeste.","""HSK"" to oficjalny test znajomości języka chińskiego, gdzie Poziom 1 jest najniższy, a Poziom 9 najwyższy.","O ""HSK"" é o teste oficial de proficiência em chinês, com o Nível 1 sendo o mais baixo e o Nível 9 o mais alto.","""HSK"" este testul oficial de competență în limba chineză, cu Nivelul 1 fiind cel mai scăzut și Nivelul 9 cel mai înalt.","""HSK"" — это официальный тест на знание китайского языка, где уровень 1 является самым низким, а уровень 9 — самым высоким.","""HSK"" je zvanični test poznavanja kineskog jezika, gde je Nivo 1 najniži, a Nivo 9 najviši.","""HSK"" är det officiella kinesiska färdighetsprovet, med nivå 1 som det lägsta och nivå 9 som det högsta.","""HSK"" ni mtihani rasmi wa ustadi wa Kichina, na Kiwango cha 1 ni cha chini kabisa na Kiwango cha 9 ni cha juu zaidi.","""HSK"" คือการทดสอบความสามารถภาษาจีนอย่างเป็นทางการ โดยระดับ 1 เป็นระดับต่ำสุดและระดับ 9 เป็นระดับสูงสุด","""HSK"", seviye 1 en düşük ve seviye 9 en yüksek olmak üzere resmi Çince yeterlilik testidir.","""HSK"" là bài kiểm tra năng lực tiếng Trung chính thức, với Cấp 1 là thấp nhất và Cấp 9 là cao nhất."
